componente_id,tamaño_componente,id_articulo,titulo,autor,año
1,1415,5415,Students’ problem-solving strategies in qualitative physics questions in a simulation-based formative assessment,Mihwa Park,2020
1,1415,5418,Supporting Teachers to Integrate Computational Thinking Equitably,Merijke Coenraad; Kelly Mills; Virginia L. Byrne; Diane Jass Ketelhut,2020
1,1415,5419,Survey on categorical data for neural networks,John T. Hancock; Taghi M. Khoshgoftaar,2020
1,1415,5426,Teaching Adversarial Machine Learning: Educating the Next Generation of Technical and Security Professionals,Edward J. Glantz Collin Payne,2020
1,1415,5428,Teaching Computational Thinking to Multilingual Students through Inquiry-based Learning,Sharin Jacob; Ha Nguyen; Leiny Garcia; Debra Richardson; Mark Warschauer,2020
1,1415,5431,Teaching Reform of Software Engineering Course Based on Computational Thinking,Xueyan Dong; Jingpeng Jia,2020
1,1415,5433,Teaching higher order thinking skills to gifted students: A meta-analysis,Li-Chuan Feng C Owen Lo,2020
1,1415,5434,Teaching reform of programming basic course based on SPOC blended teaching method,Xiaoying Li; Changlong Gu,2020
1,1415,5441,The Computational Thinking Scale for Computer Literacy Education,Jyh-Chong Liang Chung-Yuan Hsu Meng-Jung Tsai,2020
1,1415,5452,The Teaching Innovation and Research of Python Programming in Financial and Economic Universities,Xiang Fang,2020
1,1415,5453,The Teaching Mode and Practice Analysis of College Computer Basic Course Based on Computational Thinking,Chen Xue; Wang Zhun,2020
1,1415,5465,Think Fast: A Tensor Streaming Processor (TSP) for Accelerating Deep Learning Workloads,Dennis Abts; Jonathan Ross; Jonathan Sparling; Mark Wong-VanHaren; Max Baker; Tom Hawkins; Andrew Bell; John Thompson; Temesghen Kahsai; Garrin Kimmell; Jennifer Hwang; Rebekah Leslie-Hurd; Michael Bye; E.R. Creswick; Matthew Boyd; Mahitha Venigalla; Evan Laforge; Jon Purdy; Purushotham Kamath; Dinesh Maheshwari; Michael Beidler; Geert Rosseel; Omar Ahmad; Gleb Gagarin; Richard Czekalski; Ashay Rane; Sahil Parmar; Jeff Werner; Jim Sproch; Adrian Macias; Brian Kurtz,2020
1,1415,5467,Tools and Techniques for Teaching Computer Programming: A Review,Shampa Chakraverty Pinaki Chakraborty Kanika,2020
1,1415,5476,Tradeoff between Episodic and Semantic Precedents in creative design,Sichun Xue; Danni Shen; Enchang Zhang; Defu Bao,2020
1,1415,5477,Transition to Semi-Virtual Classrooms,Eltayeb S. Abuelyaman; Abdullah A. Manda,2020
1,1415,5486,Understanding the dynamics of biological and neural oscillator networks through exact mean-field reductions: a review,Marc Goodfellow Carlo R. Laing Christian Bick; Erik A. Martens,2020
1,1415,5496,Using MCDA for Selecting Criteria of LGPD Compliant Personal Data Security,Edna Dias Canedo Renato Carauta Ribeiro,2020
1,1415,5497,Using computational techniques to study social influence online,Richard Everson Mark Levine Miriam Koschate Alicia Cork,2020
1,1415,5504,Virtual/Mixed Reality Control of a Game Through Scratch,Nada Sharaf; Ghada Ahmed; Sama Ihab,2020
1,1415,5506,Visual block programming languages and their use in educational robotics,Pedro Plaza; Aruquia Peixoto; Elio Sancristobal; Manuel Castro; Manuel Blazquez; Antonio Menacho; Félix García-Loro; German Carro; Javier Muñoz; Mónica Muñoz; Alejandro Muñoz; Sara Muñoz; César Muñoz; Blanca Quintana; Africa Lopez-Rey,2020
1,1415,5517,Why I Do Not Talk About Computational Thinking in Journalism Classes: Sorry (Not Really Sorry),Kayt Davies,2020
1,1415,5518,"Z*-Numbers, Data Structures, and Thinking in Machine-Mind Architecture",Romi Banerjee; Sankar K. Pal,2020
1,1415,5531,8 Computational Heterogeneity: A Radical Reflection,Pratim Sengupta; Amanda Dickes; Amy Voss Farris,2021
1,1415,5538,A Computational-thinking-oriented Progressive Teaching Mode for Python Course,Haodong Ren; Li Yang; Liheng Jiang; Yu Bai; Wei Lu; Jie Chang,2021
1,1415,5554,A Reference Architecture for Validating Security Across Multi-Cloud Computing Systems,Henry Edet,2021
1,1415,5555,A Revaluation of Computational Thinking in K–12 Education: Moving Toward Computational Literacies,Chris Proctor Yasmin B. Kafai,2021
1,1415,5561,A Study on Student's Perspective on Use of social media in Education,Khundrakpam Anjalee Devi; Md. Rezaul Karim; Kavneet Kaur Sodhi; Rachna Bansal,2021
1,1415,5565,A Typology of Models for Integrating Computational Thinking in Science (CT+S),Ari Krakowski; Eric Greenwald; Meghan Comstock; Natalie Roman; Jacob Duke,2021
1,1415,5567,A bayesian network model for machine learning and cyber security,Gabriel Kabanda,2021
1,1415,5580,A fuzzy computational approach for selecting interdependent projects using prioritized criteria,Gulshan Kumar Majdi Beseiso,2021
1,1415,5590,A model of on/off transitions in neurons of the deep cerebellar nuclei: deciphering the underlying ionic mechanisms,Hugues Berry; Stéphane Genet,2021
1,1415,5596,A primer on deep learning and convolutional neural networks for clinicians,Pablo Sanz Bellón Amaia Pérez del Barrio Pablo Menéndez Fernández-Miranda David Rodríguez González José A. Vega Andrés A. González Mandly Lara Lloret Iglesias; José A. Parra Blanco,2021
1,1415,5602,A survey on artificial intelligence assurance,Laura Freeman Feras A. Batarseh; Chih-Hao Huang,2021
1,1415,5603,A survey on data‐efficient algorithms in big data era,Amina Adadi,2021
1,1415,5619,Adapting an OER Textbook for the Inverted Classroom Model — How To Flip the Classroom with BBC micro:bit Example Tasks,Oliver Kastner-Hauler; Karin Tengler; Heike Demarle-Meusel; Barbara Sabitzer,2021
1,1415,5623,Adversarial Machine Learning Attacks and Defense Methods in the Cyber Security Domain,Asaf Shabtai Yuval Elovici Lior Rokach Ishai Rosenberg,2021
1,1415,5628,Alzheimer Disease Classification Using Transfer Learning,Heta Acharya; Rutvik Mehta; Dheeraj Kumar Singh,2021
1,1415,5635,An Engineering Computational Thinking Diagnostic: A Psychometric Analysis,Noemi V. Mendoza Diaz; Deborah A. Trytten; Russ Meier; So Yoon Yoon,2021
1,1415,5636,An Evaluation of Container Security Vulnerability Detection Tools,Salman Toor Omar Javed,2021
1,1415,5645,An associational study: preschool teachers’ acceptance and self-efficacy towards Educational Robotics in a pre-service teacher training program,Cristina Valls-Bautista Anna Borrull-Riera Mireia Usart Despoina Schina; Vanessa Esteve-González,2021
1,1415,5649,An insight into Alzheimer’s disease and its on-setting novel genes,Sivaloganathan Anogh Muthukumar Mohamed Shafras Jaanaky Vigneswaran; Geetika Pant,2021
1,1415,5665,Annotating and detecting topics in social media forum and modelling the annotation to derive directions-a case study,Josette Jones Sumam Mary Idicula Anand Kulanthaivel B. Athira; Enming Zhang,2021
1,1415,568,Agent-Based Geographical Information System,O.L. Monteiro de Farias; N. dos Santos,2005
1,1415,5685,Artificial intelligence with deep learning in nuclear medicine and radiology,Jens Maebe Roel Van Holen Milan Decuyper; Stefaan Vandenberghe,2021
1,1415,5695,A computational model of argumentation schemes for multi-agent systems,Peter McBurney Rafael H. Bordini Alison R. Panisson,2021
1,1415,5704,"Book Review: Simon Lindgren, Data Theory: Interpretive Sociology and Computational Methods",Alexander Halavais,2021
1,1415,5706,Bounded-Rational Pursuit-Evasion Games,Yue Guan; Dipankar Maity; Christopher M. Kroninger; Panagiotis Tsiotras,2021
1,1415,5707,Bringing AI to the clinic: blueprint for a vendor-neutral AI deployment infrastructure,Edwin Bennink Christian P. Mol Hugo J. Kuijf Tim Leiner; Wouter B. Veldhuis,2021
1,1415,5708,Build your own robot,Pedro Plaza; Manuel Castro; Elio Sancristobal; Félix García-Loro; Rosario Gil; Antonio Menacho; Manuel Blázquez; Blanca Quintana; Sergio Martin; Francisco Mur; Alejandro Macho; Pablo Baizán; Ramón Carrasco; German Carro; África López-Rey; Clara Pérez; Russ Meier; Edmundo Tovar,2021
1,1415,5714,Celebrity profiling through linguistic analysis of digital social networks,Alexandra Pomares-Quimbaya Luis G. Moreno-Sandoval; Jorge A. Alvarado-Valencia,2021
1,1415,5719,Characterization of point-spread function specification error on Geometric Transfer Matrix partial volume correction in [11C]PiB amyloid imaging,Davneet S. Minhas Sarah K. Royse Howard J. Aizenstein Ann D. Cohen Dana L. Tudorascu Charles M. Laymon; William E. Klunk,2021
1,1415,5725,Co-design Center for Exascale Machine Learning Technologies (ExaLearn),James Ang Jenna A Bilbrey Jan Balewski Tiernan Casey Ryan Chard [...] View all Francis J Alexander,2021
1,1415,5727,Coding Club: a K-12 good practice for a STEM learning community,Stavroula Misthou; Nektarios Moumoutzis; Dimitrios Loukatos,2021
1,1415,5731,Comparative analysis of box-covering algorithms for fractal networks,Marcell Nagy Péter Tamás Kovács; Roland Molontay,2021
1,1415,5743,Computational Thinking Through an Empirical Lens: A Systematic Review of Literature,Jessica S. C. Leung Ndudi O. Ezeamuzie,2021
1,1415,5745,Computational Thinking and Block-Based Programming for Beginning Engineering Students: Systematic Review of the Literature,Ronald Paucar Curasma; Klinge Orlando Villalba-Condori; Nolan Jara Jara; Rosa Quispe Llamoca; Julio Cesar Cabrera Chávez; María Del Pilar Ponce-Aranibar,2021
1,1415,5751,Computational insight to design new potential hepatitis C virus NS5B polymerase inhibitors with drug-likeness and pharmacokinetic ADMET parameters predictions,Adamu Uzairu Gideon A. Shallangwa Stephen Ejeh; Stephen E. Abechi,2021
1,1415,5756,Computer Science Trends and Trade-offs in California High Schools,Colleen M. Lewis Paul Bruno,2021
1,1415,5772,Critical Thinking About Explainable AI (XAI) for Rule-Based Fuzzy Systems,Jerry M. Mendel; Piero P. Bonissone,2021
1,1415,5774,Curriculum Design of Artificial Intelligence in Middle School - Taking Posture Recognition as an Example,Wei Deng; Xinglei Huang; Qingtang Liu; Zhibin Wang,2021
1,1415,5775,Cyber-Bullying Detection Via Text Mining and Machine Learning,Chetna Sharma; Rahul Ramakrishnan; Ayusha Pendse; Priya Chimurkar; Kiran T. Talele,2021
1,1415,5800,Determining Accuracy Rate of Artificial Intelligence Models using Python and R-Studio,Ashulekha Gupta; Rishabh Parmar; Pradeep Suri; Rajiv Kumar,2021
1,1415,5803,Developing STEM and Team-working Skills Through Collaborative Space Robotics Missions,Karen Su; Evgeniia Bonnet; Francesco Mondada,2021
1,1415,581,"Book Review: Neuropolitics: Thinking, Culture, Speed. Out of Bounds",J. David Granger,2005
1,1415,5811,Development of CT Using Need Assessment and Gamification: A Systematic Review,Athit Aroonsiwagool; Somkiat Tuntiwongwanich,2021
1,1415,5812,Development of Computational Thinking Skills: An Experience With Undergraduate Students,Leticia Laura-Ochoa; Norka Bedregal-Alpaca,2021
1,1415,5813,Development of Engineering Habits of Mind for Students With Intellectual Disability,Gemma Croft MEd Jennifer Twine BS Jacqueline Gorey MEd Bree A. Jimenez PhD,2021
1,1415,5819,Discursive framing and organizational venues: mechanisms of artificial intelligence policy adoption,Jarle Trondal Frans af Malmborg,2021
1,1415,5826,Domain randomization for neural network classification,Svetozar Zarko Valtchev; Jianhong Wu,2021
1,1415,5836,Earth-affecting solar transients: a review of progresses in solar cycle 24,Manuela Temmer Nat Gopalswamy Olga Malandraki Nariaki V. Nitta Spiros Patsourakos Fang Shen Bojan Vršnak Yuming Wang David Webb Mihir I. Desai Karin Dissauer Nina Dresing Mateja Dumbović Xueshang Feng Stephan G. Heinemann… Jie Zhang,2021
1,1415,5839,Educational Robotics Applied to Computational Thinking Development: A Systematic Mapping Study,Isabelle M. L. Souza; Wilkerson L. Andrade; Lívia M. R. Sampaio,2021
1,1415,5849,"Emerging methods for the characterization of ischemic heart disease: ultrafast Doppler angiography, micro-CT, photon-counting CT, novel MRI and PET techniques, and artificial intelligence",Akos Varga-Szemes U. Joseph Schoepf Marina Codari Koen Nieman Dominik Fleischmann Martin J. Willemink; Domenico Mastrodicasa,2021
1,1415,5851,Emotional thinking as the foundation of consciousness in artificial intelligence,Zhenhua Zhou,2021
1,1415,5859,EuSoMII Virtual Annual Meeting 2020 Book of Abstracts,Sin autor,2021
1,1415,5860,Evaluating a Computational Thinking and Computing Attitudes Instrument for Educational Purposes,Eduardo C. Oliveira; Ronaldo C. M. Correia; Roberto A. Bittencourt,2021
1,1415,5861,Evaluating deep learning EEG-based mental stress classification in adolescents with autism for breathing entrainment BCI,Brian Penchina Sean Cheong Victoria Grace Antoni Valero-Cabré Avirath Sundaresan; Adrien Martel,2021
1,1415,5867,Examining the key influencing factors on college students’ higher-order thinking skills in the smart classroom environment,Harrison H. Yang Yinghui Shi Kaili Lu; Xuan Wang,2021
1,1415,587,Computational Musicology: An Artificial Life Approach,Eduardo Coutinho; Marcelo Gimenes; Joao M. Martins; Eduardo R. Miranda,2005
1,1415,5872,Exploration and Analysis of PBL Teaching Method of Engineering Graphics Based on Computer Three-dimensional Modeling,Xiaohao Li; Mingxu Ma; Qunchao Zhao,2021
1,1415,5873,Exploration and Practice of the Online and Offline Teaching Mode of Computer Practice Course under the Standard of “Golden Course”,Xiaoli Zhang; Rendong Li; Mei Song; Wenhui Hao,2021
1,1415,5874,Exploration and practice of online and offline mixed teaching mode based on PBL in basic computer courses,Huanjun Liu; Siming Li; Yangchun Xiao,2021
1,1415,5875,Exploration of Teaching Reform for C Programming Course Based on OBE-BOPPPS Model and Rain Classroom,Wu Yongfen; Chen Weiwei; Li Zhigang; Li Yong; Shi Lei; Liu Ying,2021
1,1415,5879,Exploration on the Opportunity of Ideological and Political Education in the Age of Artificial Intelligence,Xi Gong,2021
1,1415,588,Computational Study of the Risø-B1-18 Airfoil with a Hinged Flap Providing Variable Trailing Edge Geometry,Niels Troldborg,2005
1,1415,5881,Exploration on the application of artificial intelligence elements in Graphic Design,Shuye Li,2021
1,1415,5882,Exploring Factors That Influence Computational Thinking Skills in Elementary Students’ Collaborative Robotics,Youngkyun Baek Gina Kwid Kellie Taylor William H. Stewart,2021
1,1415,5883,Exploring The Psychometric Properties of Computational Thinking Assessment in Introductory Programming,Yeni Anistyasari; Ekohariadi Ekohariadi; I. G. P Asto Buditjahjanto; Shintami C Hidayati,2021
1,1415,5885,Exploring the Concept of Computational Thinking in STEM Education,Guruswamy Revana; K. Kavita; V. Madhavi,2021
1,1415,5891,Face Detection for Real World Application,Dilpreet Singh Brar; Amit Kumar; Pallavi; Usha Mittal; Pooja Rana,2021
1,1415,5893,Fake Review Detection Of E-Commerce Electronic Products Using Machine Learning Techniques,V P Sumathi; S.M. Pudhiyavan; M. Saran; V. Nandha Kumar,2021
1,1415,5894,Fault Diagnosis Based on BP Neural Network Optimized by Beetle Algorithm,Wei Zhang Kai Wen Yue Zhu Maohua Xiao; Yilidaer Yiliyasi,2021
1,1415,5896,Finding disease outbreak locations from human mobility data,Frank Schlosser; Dirk Brockmann,2021
1,1415,5899,Flood Water Depth Classification Using Convolutional Neural Networks,Jinang Gandhi; Sarah Gawde; Arnab Ghorai; Surekha Dholay,2021
1,1415,5901,For a heterodox computational social science,Justus Uitermark Petter Törnberg,2021
1,1415,5902,Forecast of complex financial big data using model tree optimized by bilevel evolution strategy,Junsuke Senoguchi,2021
1,1415,5903,Formalizing Problem Solving in Computational Thinking : an Ontology approach,Chloé Mercier; Lisa Roux; Margarida Romero; Frédéric Alexandre; Thierry Viéville,2021
1,1415,5905,Fostering Computational Thinking and Systems Thinking through Aquaponics Capstone Projects,Andrew Keong Ng; R Mahkeswaran,2021
1,1415,5913,Gender Differences in Computational Thinking Skills among Malaysian’s Primary School Students using Visual Programming,Osmanullrazi Abdullah; Adzhar Kamaludin; Nur Shamsiah Abdul Rahman,2021
1,1415,5954,Infusing Computational Thinking into the Accounting Curriculum - Framework and Perspectives,Tao Wu; Maiga Chang,2021
1,1415,5967,Investigating the Flipped-classroom Approach on College Students’ Computational Thinking Skills,Di Gong; Harrison Hao Yang; Jin Cai,2021
1,1415,5975,Jupyter: Thinking and Storytelling With Code and Data,Brian E. Granger; Fernando Pérez,2021
1,1415,5997,MLHat: Deployable Machine Learning for Security Defense,Arridhana Ciptadi Ali Ahmadzadeh Gang Wang,2021
1,1415,5998,MOOC Mixed Impact on Teaching College English Graded Teaching ESP,Huimin Rong; Lili Wang,2021
1,1415,6,The Psychoanalytic Theory of Thinking,Jacob A. Arlow M.D.,1958
1,1415,6008,Measuring Learning in a Cyber Security Exercise,Samir Puuska Tero Kokkonen Mika Karjalainen,2021
1,1415,6011,Methods for inferring neural circuit interactions and neuromodulation from local field potential and electroencephalogram measures,Shahryar Noei Pablo Martínez-Cañada; Stefano Panzeri,2021
1,1415,6027,Multi-Semantic Image Recognition Model and Evaluating Index for Explaining the Deep Learning Models,Qianmengke Zhao; Ye Wang; Qun Liu,2021
1,1415,6032,Multimodal Multiresolution Data Fusion Using Convolutional Neural Networks for IoT Wearable Sensing,Arlene John; Koushik Kumar Nundy; Barry Cardiff; Deepu John,2021
1,1415,6034,Musical note onset detection based on a spectral sparsity measure,Peter Karsmakers Mina Mounir; Toon van Waterschoot,2021
1,1415,6040,Natural language processing and information retrieval system based on BP neural network,Zeyang Zheng,2021
1,1415,6048,Nice data mining!,Ayahiko Niimi,2021
1,1415,6049,Not all biases are bad: equitable and inequitable biases in machine learning and radiology,Nathalie Kieusseyan Mirjam Pot; Barbara Prainsack,2021
1,1415,6058,On the information leakage quantification of camera fingerprint estimates,Samuel Fernández-Menduiña; Fernando Pérez-González,2021
1,1415,6059,On the potential role of lateral connectivity in retinal anticipation,Selma Souihel; Bruno Cessac,2021
1,1415,6060,On the teaching mode of the integration of teaching and learning of Higher Mathematics in the network era,Yingying Zhang,2021
1,1415,6067,Optimizing computation offloading strategy in mobile edge computing based on swarm intelligence algorithms,Yinjie Chen Qianhao Zhai Mengxing Huang Siling Feng; Feng Shu,2021
1,1415,6079,Planning Computer Science Instruction for Students With High-Incidence Disabilities,Anya S. Evmenova PhD Amy Hutchison PhD,2021
1,1415,608,Optical Wavelet Signals Processing and Multiplexing,Michela Svaluto Moreolo Gabriella Cincotti; Alessandro Neri,2005
1,1415,6081,"Position paper: GPT conjecture: understanding the trade-offs between granularity, performance and timeliness in control-flow integrity",Zhilong Wang; Peng Liu,2021
1,1415,6086,Preparing Special Education Preservice Teachers to Teach Computational Thinking and Computer Science in Mathematics,Phil Sands Holly Long Aman Yadav Emily C. Bouck,2021
1,1415,6090,Professional Development in Computational Thinking for teachers in Colombia,Alejandro Espinal; Camilo Vieira; Alejandra J. Magana,2021
1,1415,6092,Promoting Computational Thinking through Visual Block Programming Tools,Pedro Plaza; Manuel Castro; Jose Manuel Sáez-López; Elio Sancristobal; Rosario Gil; Antonio Menacho; Félix García-Loro; Blanca Quintana; Sergio Martin; Manuel Blázquez; Alejandro Macho; Pablo Baizán; Francisco Mur; German Carro; Clara Pérez; Ramón Carrasco; África López-Rey; Miguel Rodriguez-Artacho; Jose A. Ruipérez-Valiente,2021
1,1415,6093,Promoting computational thinking through project-based learning,Jonathan Bowers Joseph Krajcik Namsoo Shin; Daniel Damelin,2021
1,1415,6094,Promoting socio-political identification with computer science: How high school youth restory their identities through electronic textile quilts,Mia S. Shaw; GaYeon Ji; Yi Zhang; Yasmin B. Kafai,2021
1,1415,6110,Reflection on the Application of Computer-Assisted PBL Teaching Method in Engineering Graphics Courses,Xiaohao Li; Mingxu Ma; Qunchao Zhao,2021
1,1415,6114,Removing the Walls Around Visual Educational Programming Environments,Brian Broll; Ákos Lédeczi; Gordon Stein; Devin Jean; Corey Brady; Shuchi Grover; Veronica Catete; Tiffany Barnes,2021
1,1415,6120,Research on Financial Management Innovation Based on Artificial Intelligence Background,Wang Lan,2021
1,1415,6126,Research on Teaching Effectiveness of Computational Thinking Based on Service Learning,Bing-Hong Chen; Tsui-Feng Huang; Sheng-Chieh Chou,2021
1,1415,6130,Research on group-based learning teaching mode to computational thinking ability development based on Blackboard system,Yintong Wang; Shuo Li,2021
1,1415,6131,Research on the Development of Secondary Vocational Students' Computational Thinking Based on Gamiflcation Teaching : —Taking the Secondary Vocational Information Technology Course as an Example,Xiaokang Ren; Tiantian Cai; Hong Wang; Deyi Yang,2021
1,1415,6133,Research on the Teaching Reform of Public Basic Courses of Computer at Universities under the Thinking of New Engineering,Tao Tao; Zhang Funan; Ren Lei; Liu Yuan; Cheng Zekai; Chu Yuezhong,2021
1,1415,6140,"Review of deep learning: concepts, CNN architectures, challenges, applications, future directions",Jinglan Zhang Amjad J. Humaidi Ayad Al-Dujaili Ye Duan Omran Al-Shamma J. Santamaría Mohammed A. Fadhel Muthana Al-Amidie Laith Alzubaidi; Laith Farhan,2021
1,1415,6143,Revisit of Automated Marking Techniques for Programming Assignments,Janani Tharmaseelan; Kalpani Manathunga; Shyam Reyal; Dharshana Kasthurirathna; Tharsika Thurairasa,2021
1,1415,6155,SecRSL: security separation logic for C11 release-acquire concurrency,Toby Murray Pengbo Yan,2021
1,1415,6167,Seven principles to foster privacy and security in educational tools: Local Educational Data Analytics,Ricardo Torres Xavier Canaleta Javier Herrero-Martín + 2 Daniel Amo,2021
1,1415,6174,Single or Combined? A Study on Programming to Promote Junior High School Students’ Computational Thinking Skills,Linlin Hu Danhua Zhou Lihui Sun,2021
1,1415,6190,SomnNET: An SpO2 Based Deep Learning Network for Sleep Apnea Detection in Smartwatches,Arlene John; Koushik Kumar Nundy; Barry Cardiff; Deepu John,2021
1,1415,62,"Imagery, Regressive Thinking, and Verbal Performance in Internal Monologue",Etienne Orianne Robert Hogenraad,1985
1,1415,6201,Students’ implicit epistemologies when working at the intersection of engineering and the arts,Noa Bruhis Nadia Kellam Joshua Cruz; Suren Jayasuriya,2021
1,1415,6207,Systemic Oversimplification Limits the Potential for Human-AI Partnership,Jason S. Metcalfe; Brandon S. Perelman; David L. Boothe; Kaleb Mcdowell,2021
1,1415,6213,Teachers’ Ontological Perspectives of Computational Thinking and Assessment: A Text Mining Approach,Rina P.Y. Lai,2021
1,1415,6215,Teaching Computational Thinking and Introduction to Programming through Robotics amid the Covid19 Pandemic - An Experience Report,Alexandre Scaico; Willams Pinto Ferreira; Emmanuel Mendes Alves; Pasqueline Dantas Scaico,2021
1,1415,6217,Teaching Machine Learning in K–12 Classroom: Pedagogical and Technological Trajectories for Artificial Intelligence Education,Matti Tedre; Tapani Toivonen; Juho Kahila; Henriikka Vartiainen; Teemu Valtonen; Ilkka Jormanainen; Arnold Pears,2021
1,1415,6220,Teaching research on the cultivation of computational thinking ability by using information technology,Cong Xiaohong; Liu Jie; Miao Zhibin; Xu Li,2021
1,1415,6222,TechCheck-K: A Measure of Computational Thinking for Kindergarten Children,Emily Relkin; Marina Bers,2021
1,1415,6224,Text Data Augmentation for Deep Learning,Taghi M. Khoshgoftaar Connor Shorten; Borko Furht,2021
1,1415,6230,The Code-Centric Nature of Computational Thinking Education: A Review of Trends and Issues in Computational Thinking Education Research,Soonhye Park Eric Wiebe Vance Kite,2021
1,1415,6233,The Development and Validation of the Robotics Learning Self-Efficacy Scale (RLSES),Ching-Yeh Wang An-Hsuan Wu Chun-Ying Hsiao Meng-Jung Tsai,2021
1,1415,6237,The Ethical Approach to AI,Societal Responsibility of Artificial Intelligence: Towards an Ethical; Eco-responsible AI Year: 2021 | Book Chapter | Publisher: Wiley,2021
1,1415,6247,The Interplay Between Mathematical and Computational Thinking in Primary School Students’ Mathematical Problem-Solving Within a Programming Environment,Oi-Lam Ng Zhihao Cui,2021
1,1415,6261,The impact of different types of scaffolding in project-based learning on girls' computational thinking skills and self-efficacy,Yunbo Jin; Junmei Sun; Hongliang Ma; Xiaohong Wang,2021
1,1415,6281,Tooee: A Novel Scratch Extension for K-12 Big Data and Artificial Intelligence Education Using Text-Based Visual Blocks,Youngki Park; Youhyun Shin,2021
1,1415,6288,Towards a Computational Cognitive Neuroscience Model of Creativity,Hugo Chateau-Laurent; Frédéric Alexandre,2021
1,1415,629,Systems of exchange values as tools for multi-agent organizations,A. C. Rocha Costa Gracaliz P. Dimuro; Luiz A. M. Palazzo,2005
1,1415,6296,Trajectory Tracking of a 2-DOF Helicopter System using Fuzzy Controller Approach,Abhishek Chaudhary; Bharat Bhushan,2021
1,1415,63,A Theory of Productivity in the Creative Process,James T. Brady,1986
1,1415,6304,Understanding the Source of Confusion with Computational Thinking: A Systematic Review of Definitions,Fan Xu; Shuhan Zhang,2021
1,1415,6307,Unleashing the Potential of Abstraction From Cloud of Computational Thinking: A Systematic Review of Literature,Jessica S.C. Leung Fridolin S.T. Ting Ndudi O. Ezeamuzie,2021
1,1415,6308,Unplugged Computational Thinking Activities Framework Development for Novice Programmer,Tze Ying Sim; Matthew Teow; Sian Lun Lau,2021
1,1415,6310,"Unveiling novel inhibitors of dopamine transporter via in silico drug design, molecular docking, and bioavailability predictions as potential antischizophrenic agents",Adamu Uzairu Gideon Adamu Shallangwa Sabitu Babatunde Olasupo; Sani Uba,2021
1,1415,6316,Using Visualization to Teach an Introductory Programming Course with Python,Zhiqi Xu; Xuewen Shen; Shengyou Lin; Fan Zhang,2021
1,1415,6327,Visual Programming Environments and Computational Thinking Performance of Fifth- and Sixth-Grade Students,Yu-Sheng Su Sheng-Yi Wu,2021
1,1415,6332,What Makes Computational Thinking so Troublesome?,Arnold Pears; Matti Tedre; Teemu Valtonen; Henriikka Vartiainen,2021
1,1415,6345,"4 PLANTS, ANIMALS, GODS, AND AI: CO-CREATING WITH NONHUMAN SYSTEMS",Katerina Cizek; William Uricchio; Juanita Anderson; Maria Agui Carter; Detroit Narrative Agency; Thomas Allen Harris; Maori Karmael Holmes; Richard Lachman; Louis Massiah; Cara Mertes; Sara Rafsky; Michèle Stephenson; Amelia Winger-Bearskin; Sarah Wolozin,2022
1,1415,6351,A Computational Thinking Course for Pre-Service Teachers,Eduardo C. Oliveira; Ronaldo C. M. Correia; Rodolfo Azevedo; Simone Telles; Alessandra A. Macedo; Roberto A. Bittencourt,2022
1,1415,6353,A Deep Learning Approach for Twitter Bot Detection,J.K. Periasamy; R Srinidhi; S Srividhya,2022
1,1415,6356,A Digital Game-Based Model for Assessing Computational Thinking Skills,Xitian Yi; Fanhua Liu; Zehui Zhan,2022
1,1415,6363,A Guide Towards a Definition of Computational Thinking in K-12,Redar Ismail; Theresa A. Steinbach; Craig S. Miller,2022
1,1415,6364,"A MOOC on Computational Thinking for All: Pedagogical Principles, Challenges, and Their Application",Noa Ragonis; Orit Hazzan,2022
1,1415,6368,A New Age of AI: Features and Futures,Longbing Cao,2022
1,1415,6377,"A Security Review in the UAVNet Era: Threats, Countermeasures, and Gap Analysis",Claudio A. Ardagna Nabil El Ioini Alessio Rugo,2022
1,1415,639,Variation in boron doping by planar diffusion – a comparative study of computational hydrodynamics and experimental observations,J. J. Biernacki R. Subramanian S. Shanmugasundaram,2005
1,1415,6396,A dynamic directed transfer function for brain functional network-based feature extraction,Mingai Li; Na Zhang,2022
1,1415,6406,A panorama of the implementation of the General Law for the Protection of Personal Data (LGPD) in Brazil: an exploratory survey,Lamara Ferreira; Marcelo Tsuguio Okano; Fernanda Aguiar; Henry De Castro Lobo dos Santos; Edson Luiz Ursini,2022
1,1415,6411,"A qualitative, network-centric method for modeling socio-technical systems, with applications to evaluating interventions on social media platforms to increase social equality",Huei-Yen Winnie Chen Stefania Ionescu Yuhao Du Pranav Sankhe Aniko Hannak Kenneth Joseph; Atri Rudra,2022
1,1415,6425,AI/ML for Network Security,Roman Beltiukov Walter Willinger Ronaldo A. Ferreira Arpit Gupta Lisandro Z. Granville Arthur S. Jacobs,2022
1,1415,6426,AISec '22,Xinyun Chen Florian Tramèr Ambra Demontis,2022
1,1415,6432,About the Authors,Circuits Selected Topics in Intelligent Chips with Emerging Devices; Systems Year: 2022 | Book Chapter | Publisher: River Publishers,2022
1,1415,6433,About the Editors,Circuits Selected Topics in Intelligent Chips with Emerging Devices; Systems Year: 2022 | Book Chapter | Publisher: River Publishers,2022
1,1415,6435,"Abstractive-Based Programming Approach to Computational Thinking: Discover, Extract, Create, and Assemble",Ndudi O. Ezeamuzie,2022
1,1415,6436,Academic failures and co-location social networks in campus,Jichang Zhao Shan Lu; Huiwen Wang,2022
